StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q6,Q7,Q7_8_TEXT,Q9,Q10,SC0
2026-02-11 09:19:01,2026-02-11 09:19:01,IP Address,10.111.4.152,100,762,True,2026-02-11 09:19:01,R_C_00037,Last37,First37,student37@example.edu,,29.631271,-96.273032,anonymous,EN,Yes,0.81,7.94,8.86,3,3,3,2,3,3,4,2,"Tutor, Textbook, Study group",,You can reach me at student37@example.edu if you need more detail.,"I liked the pacing, the examples, and the ""extra practice"" set.
Overall: solid, would recommend, 9/10.",61
2026-02-09 16:05:35,2026-02-09 16:05:35,IP Address,10.105.245.130,100,869,True,2026-02-09 16:05:35,R_C_00035,Last35,First35,student35@example.edu,,29.077341,-82.302232,anonymous,EN,Yes,2.13,4.27,9.39,2,4,2,3,1,3,3,4,"Online videos, Practice problems, Study group",,You can reach me at student35@example.edu if you need more detail.,,82
2026-02-08 15:16:04,2026-02-08 15:16:04,IP Address,10.9.106.203,100,470,True,2026-02-08 15:16:04,R_C_00088,Last88,First88,student88@example.edu,,25.285964,-108.926812,anonymous,EN,Yes,1.14,6.4,12.05,3,5,3,2,3,3,4,5,Practice problems,,You can reach me at student88@example.edu if you need more detail.,"Not enough feedback on homework, exams were tough, and grading was slow.",87
2026-02-01 08:18:42,2026-02-01 08:18:42,IP Address,10.162.123.84,100,872,True,2026-02-01 08:18:42,R_C_00054,Last54,First54,student54@example.edu,,40.473707,-110.392119,anonymous,EN,Yes,1.14,5.11,8.45,1,2,2,2,3,1,1,2,Tutor,,You can reach me at student54@example.edu if you need more detail.,,94
2026-02-15 13:47:53,2026-02-15 13:47:53,IP Address,10.123.32.196,100,843,True,2026-02-15 13:47:53,R_C_00041,Last41,First41,student41@example.edu,,32.685682,-121.471145,anonymous,EN,Yes,2.75,5.41,9.53,1,2,4,3,3,1,2,4,Practice problems,,You can reach me at student41@example.edu if you need more detail.,"Too much homework, not enough review before tests.",85
2026-02-18 16:26:14,2026-02-18 16:26:14,IP Address,10.39.176.58,100,70,True,2026-02-18 16:26:14,R_C_00098,Last98,First98,student98@example.edu,,29.6332,-110.655275,anonymous,EN,Yes,1.46,5.7,13.01,2,3,3,4,3,3,3,4,"Other, Office hours",Peer tutoring center,You can reach me at student98@example.edu if you need more detail.,,89
2026-02-13 11:24:36,2026-02-13 11:24:36,IP Address,10.36.84.132,100,103,True,2026-02-13 11:24:36,R_C_00012,Last12,First12,student12@example.edu,,36.906363,-88.348929,anonymous,EN,Yes,0.31,3.09,8.65,2,1,2,2,4,3,2,7,"Tutor, Other",Peer tutoring center,You can reach me at student12@example.edu if you need more detail.,"It was fine. Nothing special, nothing terrible.",77
2026-02-10 08:12:48,2026-02-10 08:12:48,IP Address,10.108.252.141,100,172,True,2026-02-10 08:12:48,R_C_00036,Last36,First36,student36@example.edu,,40.71859,-75.334743,anonymous,EN,Yes,2.68,7.3,11.57,1,4,4,4,2,3,3,4,"Tutor, Practice problems",,You can reach me at student36@example.edu if you need more detail.,"I liked the pacing, the examples, and the ""extra practice"" set.
Overall: solid, would recommend, 9/10.",74
2026-02-26 15:55:25,2026-02-26 15:55:25,IP Address,10.75.175.20,100,792,True,2026-02-26 15:55:25,R_C_00025,Last25,First25,student25@example.edu,,40.369387,-79.862185,anonymous,EN,Yes,0.14,4.03,11.87,1,4,3,2,3,3,2,4,"Study group, Other",Peer tutoring center,You can reach me at student25@example.edu if you need more detail.,,81
2026-02-10 08:21:39,2026-02-10 08:21:39,IP Address,10.189.186.183,100,796,True,2026-02-10 08:21:39,R_C_00063,Last63,First63,student63@example.edu,,40.094347,-119.44504,anonymous,EN,Yes,2.26,4.46,12.82,3,2,1,4,3,5,3,5,Other,Peer tutoring center,You can reach me at student63@example.edu if you need more detail.,,94
2026-02-02 09:34:46,2026-02-02 09:34:46,IP Address,10.246.64.137,100,632,True,2026-02-02 09:34:46,R_C_00082,Last82,First82,student82@example.edu,,40.005524,-106.598448,anonymous,EN,Yes,2.25,3.07,10.44,2,4,2,3,2,3,4,1,Tutor,,You can reach me at student82@example.edu if you need more detail.,"The professor explained things clearly, and the TA was great too.",73
2026-02-13 11:51:09,2026-02-13 11:51:09,IP Address,10.24.141.3,100,286,True,2026-02-13 11:51:09,R_C_00093,Last93,First93,student93@example.edu,,35.130913,-78.375738,anonymous,EN,Yes,1.74,6.78,11.21,3,2,3,4,3,4,3,1,"Study group, Online videos",,You can reach me at student93@example.edu if you need more detail.,"I liked the pacing, the examples, and the ""extra practice"" set.
Overall: solid, would recommend, 9/10.",76
2026-02-27 16:20:20,2026-02-27 16:20:20,IP Address,10.240.50.115,100,369,True,2026-02-27 16:20:20,R_C_00080,Last80,First80,student80@example.edu,,34.414363,-86.693523,anonymous,EN,Yes,2.44,6.77,12.83,3,2,1,5,3,3,4,4,Textbook,,You can reach me at student80@example.edu if you need more detail.,,79
2026-02-27 16:11:29,2026-02-27 16:11:29,IP Address,10.159.116.73,100,216,True,2026-02-27 16:11:29,R_C_00053,Last53,First53,student53@example.edu,,34.071429,-106.99662,anonymous,EN,Yes,0.06,4.71,9.5,3,4,5,4,3,2,2,4,"Textbook, Office hours",,You can reach me at student53@example.edu if you need more detail.,"I'd recommend adding more review sessions, practice quizzes, and examples.",78
2026-02-02 09:43:37,2026-02-02 09:43:37,Survey Preview,10.72.253.179,100,161,True,2026-02-02 09:43:37,R_C_00109,Last109,First109,student109@example.edu,,46.534819,-78.198418,anonymous,EN,Yes,2.21,3.43,10.76,3,2,2,2,3,2,2,2,"Office hours, Textbook",,You can reach me at student109@example.edu if you need more detail.,,89
2026-02-07 14:09:51,2026-02-07 14:09:51,IP Address,10.6.99.192,100,639,True,2026-02-07 14:09:51,R_C_00087,Last87,First87,student87@example.edu,,45.608648,-79.842879,anonymous,EN,Yes,2.34,5.5,9.64,3,2,4,-99,4,4,3,7,Textbook,,You can reach me at student87@example.edu if you need more detail.,"I wish we had more time on word problems, graphs, and functions.",62
2026-02-21 10:29:11,2026-02-21 10:29:11,IP Address,10.141.74.7,100,128,True,2026-02-21 10:29:11,R_C_00047,Last47,First47,student47@example.edu,,45.967563,-103.710012,anonymous,EN,Yes,2.24,6.12,12.99,1,2,3,1,5,4,5,5,Office hours,,You can reach me at student47@example.edu if you need more detail.,"The online videos were confusing, but the textbook helped.",97
2026-02-11 09:37:43,2026-02-11 09:37:43,IP Address,10.18.127.236,100,721,True,2026-02-11 09:37:43,R_C_00091,Last91,First91,student91@example.edu,,31.417853,-76.254279,anonymous,EN,Yes,1.77,6.45,10.3,2,5,2,3,4,3,3,2,Office hours,,You can reach me at student91@example.edu if you need more detail.,,63
2026-02-19 08:24:36,2026-02-19 08:24:36,IP Address,10.216.249.27,100,362,True,2026-02-19 08:24:36,R_C_00072,Last72,First72,student72@example.edu,,38.637961,-70.960055,anonymous,EN,Yes,0.67,3.41,12.3,1,3,4,3,4,3,1,4,"Flashcards, Study group",,You can reach me at student72@example.edu if you need more detail.,"I'd recommend adding more review sessions, practice quizzes, and examples.",78
2026-02-17 15:01:19,2026-02-17 15:01:19,IP Address,10.129.46.218,100,463,True,2026-02-17 15:01:19,R_C_00043,Last43,First43,student43@example.edu,,33.639087,-70.571309,anonymous,EN,Yes,2.1,5.89,12.27,1,-99,4,3,4,3,3,2,"Flashcards, Other, Study group",Peer tutoring center,You can reach me at student43@example.edu if you need more detail.,"Study groups were helpful, especially before quizzes.",88
2026-02-25 14:57:03,2026-02-25 14:57:03,IP Address,10.153.102.51,100,674,True,2026-02-25 14:57:03,R_C_00051,Last51,First51,student51@example.edu,,27.319722,-71.199046,anonymous,EN,Yes,0.42,6.88,8.3,2,3,1,3,2,3,3,1,Other,Peer tutoring center,You can reach me at student51@example.edu if you need more detail.,,99
2026-02-11 09:28:52,2026-02-11 09:28:52,IP Address,10.192.193.194,100,405,True,2026-02-11 09:28:52,R_C_00064,Last64,First64,student64@example.edu,,40.69851,-99.74076,anonymous,EN,Yes,0.32,4.96,11.93,2,3,4,3,3,4,4,7,"Online videos, Flashcards",,You can reach me at student64@example.edu if you need more detail.,Feel free to reach out at abarnes@school.edu with any follow-up questions.,66
2026-02-22 11:27:33,2026-02-22 11:27:33,IP Address,10.63.147.231,100,866,True,2026-02-22 11:27:33,R_C_00021,Last21,First21,student21@example.edu,,44.621944,-117.97165,anonymous,EN,Yes,1.93,7.19,9.8,2,3,4,4,5,3,3,1,"Other, Textbook, Flashcards",Peer tutoring center,You can reach me at student21@example.edu if you need more detail.,"The ""flipped classroom"" approach didn't work for me.",84
2026-02-07 14:00:00,2026-02-07 14:00:00,IP Address,10.180.165.150,100,547,True,2026-02-07 14:00:00,R_C_00060,Last60,First60,student60@example.edu,,36.532994,-81.01061,anonymous,EN,Yes,2.27,3.78,14.63,1,2,2,2,2,4,2,7,Study group,,You can reach me at student60@example.edu if you need more detail.,"I struggled with the pace at first, but it got better.",89
2026-02-15 13:38:02,2026-02-15 13:38:02,IP Address,10.42.98.154,100,94,True,2026-02-15 13:38:02,R_C_00014,Last14,First14,student14@example.edu,,40.674615,-73.259098,anonymous,EN,Yes,2.57,7.32,10.45,2,5,3,3,2,3,5,7,"Office hours, Tutor, Practice problems",,You can reach me at student14@example.edu if you need more detail.,I really enjoyed working through proofs step by step.,71
2026-02-15 13:05:35,2026-02-15 13:05:35,IP Address,10.30.155.25,100,606,True,2026-02-15 13:05:35,R_C_00095,Last95,First95,student95@example.edu,,26.957368,-97.307506,anonymous,EN,Yes,2.19,3.66,10.59,1,3,4,3,4,3,1,1,"Office hours, Online videos",,You can reach me at student95@example.edu if you need more detail.,"The online videos were confusing, but the textbook helped.",60
2026-02-19 08:06:54,2026-02-19 08:06:54,IP Address,10.54.126.198,100,93,True,2026-02-19 08:06:54,R_C_00018,Last18,First18,student18@example.edu,,41.318296,-106.992153,anonymous,EN,Yes,1.25,6.17,11.99,3,2,4,3,3,4,2,7,"Study group, Flashcards",,You can reach me at student18@example.edu if you need more detail.,"I liked the pacing, the examples, and the ""extra practice"" set.
Overall: solid, would recommend, 9/10.",64
2026-02-17 15:52:28,2026-02-17 15:52:28,IP Address,10.48.112.176,100,450,True,2026-02-17 15:52:28,R_C_00016,Last16,First16,student16@example.edu,,31.857282,-109.515707,anonymous,EN,Yes,1.96,4.63,13.5,1,4,2,4,4,3,3,1,"Practice problems, Tutor",,You can reach me at student16@example.edu if you need more detail.,,62
2026-02-06 13:53:47,2026-02-06 13:53:47,IP Address,10.177.158.139,100,536,True,2026-02-06 13:53:47,R_C_00059,Last59,First59,student59@example.edu,,47.905023,-77.671265,anonymous,EN,Yes,2.65,5.57,13.06,1,4,3,3,2,3,4,1,"Other, Textbook, Online videos",Peer tutoring center,You can reach me at student59@example.edu if you need more detail.,"The professor explained things clearly, and the TA was great too.",98
2026-02-14 12:49:31,2026-02-14 12:49:31,IP Address,10.201.214.227,100,101,True,2026-02-14 12:49:31,R_C_00067,Last67,First67,student67@example.edu,,31.521941,-100.998965,anonymous,EN,Yes,2.78,7.61,12.94,1,4,5,3,3,4,4,-99,Study group,,You can reach me at student67@example.edu if you need more detail.,"This was hard for me,
but I learned a lot in the end.",62
2026-02-05 12:28:52,2026-02-05 12:28:52,IP Address,10.12.28.44,100,625,True,2026-02-05 12:28:52,R_C_00004,Last4,First4,student4@example.edu,,47.892071,-92.795163,anonymous,EN,Yes,2.39,3.93,10.93,2,2,3,1,4,4,3,1,"Online videos, Tutor, Practice problems",,You can reach me at student4@example.edu if you need more detail.,"This was hard for me,
but I learned a lot in the end.",60
2026-02-23 12:01:19,2026-02-23 12:01:19,IP Address,10.54.211.113,24,721,False,2026-02-23 12:01:19,R_C_00103,Last103,First103,student103@example.edu,,36.6466,-102.932068,anonymous,EN,Yes,2.08,5.2,13.55,2,4,3,4,2,2,2,2,"Tutor, Study group, Office hours",,You can reach me at student103@example.edu if you need more detail.,"Honestly, I think this was one of my favorite math classes.",94
2026-02-09 16:56:44,2026-02-09 16:56:44,IP Address,10.24.56.88,100,427,True,2026-02-09 16:56:44,R_C_00008,Last8,First8,student8@example.edu,,26.257479,-86.388248,anonymous,EN,Yes,1.01,6.62,8.73,3,4,2,2,-99,1,3,7,Online videos,,You can reach me at student8@example.edu if you need more detail.,"I wish we had more time on word problems, graphs, and functions.",76
2026-02-12 10:17:23,2026-02-12 10:17:23,IP Address,10.33.77.121,100,171,True,2026-02-12 10:17:23,R_C_00011,Last11,First11,student11@example.edu,,35.23118,-109.383743,anonymous,EN,Yes,1.3,7.86,12.18,2,3,3,4,4,3,3,5,"Practice problems, Study group, Other",Peer tutoring center,You can reach me at student11@example.edu if you need more detail.,"More practice problems would help, please add some.",60
2026-02-05 12:04:16,2026-02-05 12:04:16,Spam,10.81.19.212,24,814,False,2026-02-05 12:04:16,R_C_00112,Last112,First112,student112@example.edu,,45.318823,-93.764766,anonymous,EN,Yes,2.21,4.79,10.2,3,3,4,2,1,4,2,1,"Textbook, Practice problems, Other",Peer tutoring center,You can reach me at student112@example.edu if you need more detail.,"Not enough feedback on homework, exams were tough, and grading was slow.",81
2026-02-03 10:14:26,2026-02-03 10:14:26,IP Address,10.6.14.22,100,378,True,2026-02-03 10:14:26,R_C_00002,Last2,First2,student2@example.edu,,46.614637,-116.077095,anonymous,EN,Yes,0.2,5.34,12.27,2,3,1,-99,2,3,5,2,"Practice problems, Office hours, Other",Peer tutoring center,You can reach me at student2@example.edu if you need more detail.,"I wish we had more time on word problems, graphs, and functions.",99
2026-02-22 11:45:15,2026-02-22 11:45:15,IP Address,10.225.15.60,100,463,True,2026-02-22 11:45:15,R_C_00075,Last75,First75,student75@example.edu,,28.762205,-114.983184,anonymous,EN,Yes,1.23,7.83,10.36,2,2,3,2,3,5,2,1,Textbook,,You can reach me at student75@example.edu if you need more detail.,"I struggled with the pace at first, but it got better.",98
2026-02-14 12:31:49,2026-02-14 12:31:49,IP Address,10.39.91.143,100,203,True,2026-02-14 12:31:49,R_C_00013,Last13,First13,student13@example.edu,,42.901105,-116.647291,anonymous,EN,Yes,0.62,5.88,8.67,1,2,3,3,2,4,3,4,"Online videos, Practice problems, Office hours",,You can reach me at student13@example.edu if you need more detail.,"Not enough feedback on homework, exams were tough, and grading was slow.",81
2026-02-25 14:48:12,2026-02-25 14:48:12,IP Address,10.72.168.9,100,454,True,2026-02-25 14:48:12,R_C_00024,Last24,First24,student24@example.edu,,27.516686,-97.49556,anonymous,EN,Yes,1.5,7.34,12.46,3,3,3,4,4,2,2,2,"Office hours, Study group, Practice problems",,You can reach me at student24@example.edu if you need more detail.,"Not enough feedback on homework, exams were tough, and grading was slow.",97
2026-02-24 13:41:59,2026-02-24 13:41:59,IP Address,10.69.161.253,100,832,True,2026-02-24 13:41:59,R_C_00023,Last23,First23,student23@example.edu,,47.234789,-75.673019,anonymous,EN,Yes,2.38,7.36,13.15,3,3,4,2,2,3,2,4,"Study group, Other",Peer tutoring center,You can reach me at student23@example.edu if you need more detail.,"The professor explained things clearly, and the TA was great too.",78
2026-02-14 12:58:22,2026-02-14 12:58:22,IP Address,10.27.148.14,100,152,True,2026-02-14 12:58:22,R_C_00094,Last94,First94,student94@example.edu,,37.05442,-108.510709,anonymous,EN,Yes,1.42,5.36,11.22,2,4,4,3,3,4,4,4,"Flashcards, Other, Tutor",Peer tutoring center,You can reach me at student94@example.edu if you need more detail.,,63
2026-02-12 10:26:14,2026-02-12 10:26:14,IP Address,10.114.11.163,100,857,True,2026-02-12 10:26:14,R_C_00038,Last38,First38,student38@example.edu,,37.577666,-119.045035,anonymous,EN,Yes,2.19,7.75,8.52,1,3,4,3,2,4,3,4,"Textbook, Office hours, Online videos",,You can reach me at student38@example.edu if you need more detail.,,63
2026-02-01 08:36:24,2026-02-01 08:36:24,IP Address,10.69.246.168,51,409,False,2026-02-01 08:36:24,R_C_00108,Last108,First108,student108@example.edu,,41.123642,-98.499297,anonymous,EN,Yes,2.97,4.76,8.32,2,4,4,2,3,3,1,2,"Practice problems, Study group",,You can reach me at student108@example.edu if you need more detail.,"Too much homework, not enough review before tests.",71
